material_id,formula,formation_energy_per_atom,band_gap,source
JVASP-12698,Ca2MnP2H4O10,-2.19206,2.327,JARVIS
JVASP-155560,Ca2MnTe2F2,-2.24636,0.454,JARVIS
JVASP-27664,Ca2Mo3O8,-2.32041,0.364,JARVIS
JVASP-1960,Ca2NCl,-1.79758,2.312,JARVIS
JVASP-8777,Ca2NF,-2.28968,1.958,JARVIS
JVASP-19101,Ca2Nb2O7,-3.05098,1.407,JARVIS
JVASP-11576,Ca2Ni3O8,-1.65557,0.536,JARVIS
JVASP-79744,Ca2PAu,0.61038,0.822,JARVIS
JVASP-136247,Ca2PI,-1.56713,1.67,JARVIS
JVASP-97767,Ca2PN3,-1.30355,2.704,JARVIS
JVASP-36396,Ca2Pb,-0.59945,0.705,JARVIS
JVASP-12362,Ca2PbO4,-2.38203,1.52,JARVIS
JVASP-87093,Ca2Pt3O8,-1.55031,1.082,JARVIS
JVASP-9555,Ca2Sb2O5,-2.13935,1.818,JARVIS
JVASP-49245,Ca2Sb2O7,-2.32549,1.905,JARVIS
JVASP-41792,Ca2SbAu,-1.02731,0.426,JARVIS
JVASP-140506,Ca2SbN3,-0.57617,1.247,JARVIS
JVASP-145723,Ca2ScNbO6,-3.37343,3.149,JARVIS
JVASP-96470,Ca2Se3O8,-1.76388,3.323,JARVIS
JVASP-9127,Ca2Si,-0.55229,0.289,JARVIS
JVASP-87990,Ca2Si5N8,-1.33825,3.396,JARVIS
JVASP-145255,Ca2SiSe4,-1.41348,2.344,JARVIS
JVASP-12448,Ca2Sn,-0.74022,0.103,JARVIS
JVASP-9557,Ca2Sn2O5,-2.27206,1.14,JARVIS
JVASP-11527,Ca2Sn3O8,-2.29303,2.597,JARVIS
JVASP-137229,Ca2Sn3S8,-0.96299,1.041,JARVIS
JVASP-11550,Ca2SnN2,-0.74668,0.834,JARVIS
JVASP-9680,Ca2SnO4,-2.72779,2.892,JARVIS
JVASP-40139,Ca2SnS4,-1.53274,0.666,JARVIS
JVASP-49178,Ca2Ta2O7,-3.28815,2.284,JARVIS
JVASP-19406,Ca2TaAgO6,-2.5113,0.662,JARVIS
JVASP-19398,Ca2TaBiO6,-2.75549,1.854,JARVIS
JVASP-19364,Ca2TaSbO6,-2.75163,0.889,JARVIS
JVASP-117223,Ca2Ti2SiGeO10,-3.04489,2.779,JARVIS
JVASP-146539,Ca2Ti3O8,-3.37773,2.74,JARVIS
JVASP-50476,Ca2Ti6N2O11,-2.9718,1.985,JARVIS
JVASP-94967,Ca2TiO4,-3.32935,1.871,JARVIS
JVASP-117226,Ca2TiSi2SnO10,-2.9776,3.154,JARVIS
JVASP-151523,Ca2TiSiO6,-3.24979,2.412,JARVIS
JVASP-140467,Ca2Tl2O5,-1.91589,0.885,JARVIS
JVASP-121904,Ca2V2O7,-2.99002,2.664,JARVIS
JVASP-141819,Ca2VBiO6,-2.71607,2.73,JARVIS
JVASP-49387,Ca2VN3,-1.40709,1.698,JARVIS
JVASP-107146,Ca2WN2,-0.88658,0.316,JARVIS
JVASP-9863,Ca2YBiO5,-2.79728,3.036,JARVIS
JVASP-9938,Ca2YSbO5,-2.82856,2.807,JARVIS
JVASP-9946,Ca2YSnO5,-2.88382,2.543,JARVIS
JVASP-54929,Ca2Zn2CuP3,-0.84109,0.352,JARVIS
JVASP-55270,Ca2ZnGe2O7,-2.31814,3.129,JARVIS
JVASP-2871,Ca2ZnN2,-0.91439,0.841,JARVIS
JVASP-155561,Ca2ZnTe2F2,-2.36157,1.602,JARVIS
JVASP-141467,Ca2ZrTiSi2O10,-3.33052,3.135,JARVIS
JVASP-12894,Ca3Al2As4,-0.92992,1.106,JARVIS
JVASP-56461,Ca3Al2N4,-1.37445,2.542,JARVIS
JVASP-112313,Ca3Al2P4,-1.15893,1.275,JARVIS
JVASP-59024,Ca3AlN3,-1.26206,2.854,JARVIS
JVASP-143947,Ca3AlSb3,-0.94579,0.344,JARVIS
JVASP-93254,Ca3As2,-0.85309,0.141,JARVIS
JVASP-3783,Ca3AsBr3,-1.90693,1.565,JARVIS
JVASP-3945,Ca3AsCl3,-2.13724,1.713,JARVIS
JVASP-118845,Ca3AsN,-1.28424,0.73,JARVIS
JVASP-36491,Ca3AsP,-0.95865,0.358,JARVIS
JVASP-146701,Ca3B3N5,-1.14405,2.702,JARVIS
JVASP-4134,Ca3BN3,-1.31651,0.727,JARVIS
JVASP-8367,Ca3BiN,-1.19778,0.431,JARVIS
JVASP-36474,Ca3BiP,-1.06674,0.274,JARVIS
JVASP-24685,Ca3C3Cl2,-1.18713,1.295,JARVIS
JVASP-107773,Ca3CdO4,-2.77374,1.85,JARVIS
JVASP-21042,Ca3Co2Ge3O12,-2.16013,0.986,JARVIS
JVASP-59559,Ca3Co2O6,-2.29498,0.305,JARVIS
JVASP-141466,Ca3Er2Sn3S12,-1.46573,0.71,JARVIS
JVASP-55310,Ca3FeRhO6,-2.33167,0.367,JARVIS
JVASP-99308,Ca3Ga2Ge3O12,-2.425,3.145,JARVIS
JVASP-54886,Ca3Ga2N4,-0.93089,2.253,JARVIS
JVASP-152060,Ca3H2Pb,-0.70237,0.145,JARVIS
JVASP-85756,Ca3In2As4,-0.90183,0.212,JARVIS
JVASP-112391,Ca3In2N4,-0.6281,0.927,JARVIS
JVASP-121660,Ca3In3N5,-0.45115,0.727,JARVIS
JVASP-10939,Ca3Mn2Ga2O10,-2.36632,0.34,JARVIS
JVASP-98004,Ca3Mn2O7,-2.65894,0.344,JARVIS
JVASP-10749,Ca3Mn2Sb2O12,-2.17893,0.606,JARVIS
JVASP-112793,Ca3MnCoO6,-2.51916,0.316,JARVIS
JVASP-48545,Ca3MnO4,-2.76818,1.23,JARVIS
JVASP-55412,Ca3MnZnO6,-2.63574,1.587,JARVIS
JVASP-20340,Ca3N2,-1.02667,1.35,JARVIS
JVASP-91424,Ca3Nb4O12F2,-3.12803,3.02,JARVIS
JVASP-36464,Ca3P2,-0.84849,0.508,JARVIS
JVASP-4062,Ca3PCl3,-2.16317,1.701,JARVIS
JVASP-3174,Ca3PN,-1.22284,0.821,JARVIS
JVASP-109784,Ca3PbSe4,-1.78042,1.948,JARVIS
JVASP-36463,Ca3Sb2,-0.66324,0.222,JARVIS
JVASP-143894,Ca3Sb2N4,-0.59839,1.287,JARVIS
JVASP-36461,Ca3SbAs,-0.99403,0.579,JARVIS
JVASP-112603,Ca3SbI3,-1.5552,1.623,JARVIS
JVASP-36465,Ca3SbN,-1.27494,0.473,JARVIS
JVASP-36467,Ca3SbP,-1.08702,0.708,JARVIS
JVASP-140493,Ca3Sc2N4,-1.40677,2.305,JARVIS
JVASP-117268,Ca3ScCoO6,-2.97023,1.508,JARVIS
JVASP-145487,Ca3ScN3,-1.09281,0.338,JARVIS
JVASP-60094,Ca3Si3Bi2O12,-2.71032,3.457,JARVIS
JVASP-56984,Ca3SiBr2,-1.34471,0.114,JARVIS
JVASP-143592,Ca3SiO,-1.67297,0.162,JARVIS
JVASP-13367,Ca3SiO5,-3.26283,3.031,JARVIS
JVASP-40140,Ca3Sn2S7,-1.34343,0.574,JARVIS
JVASP-37879,Ca3SnH2,-0.73891,0.202,JARVIS
JVASP-116912,Ca3SnS5,-1.55741,1.901,JARVIS
JVASP-132835,Ca3Ta4O12F2,-3.3553,3.489,JARVIS
JVASP-21274,Ca3TeO6,-2.61366,3.466,JARVIS
JVASP-19102,Ca3Ti2O7,-3.38358,2.454,JARVIS
JVASP-36858,Ca3TiNiO6,-2.82213,0.852,JARVIS
JVASP-53485,Ca3UN4,-1.53453,1.481,JARVIS
JVASP-142200,Ca3UO6,-3.44666,2.107,JARVIS
JVASP-111667,Ca3V2O8,-3.05026,3.321,JARVIS
JVASP-10476,Ca3VN3,-1.2851,0.715,JARVIS
JVASP-42341,Ca3WO6,-3.11874,3.328,JARVIS
JVASP-119241,Ca3Y2N4,-1.29593,1.183,JARVIS
JVASP-146521,Ca3Y3N5,-1.40977,0.849,JARVIS
JVASP-56267,Ca3Zn2Cu2P4,-0.87234,0.203,JARVIS
JVASP-35130,Ca3ZnGe5O14,-2.22021,2.588,JARVIS
JVASP-49229,Ca4Al6TeO12,-3.19445,3.232,JARVIS
JVASP-148299,Ca4Al6WO16,-3.1728,1.234,JARVIS
JVASP-2865,Ca4As2O,-1.89181,1.237,JARVIS
JVASP-26395,Ca4Bi2O,-1.67337,0.837,JARVIS
JVASP-144194,Ca4Bi6O13,-2.04195,1.736,JARVIS
JVASP-21557,Ca4CN4,-1.05346,1.916,JARVIS
JVASP-51728,Ca4Mg3H14,-0.5148,3.365,JARVIS
JVASP-2433,Ca4P2O,-1.87803,1.269,JARVIS
JVASP-142512,Ca4PbN4,-0.74499,0.844,JARVIS
JVASP-45250,Ca4PdO6,-2.57724,1.823,JARVIS
JVASP-45324,Ca4PtO6,-2.60507,2.412,JARVIS
JVASP-144389,Ca4SN4,-0.90819,1.887,JARVIS
JVASP-3243,Ca4Sb2O,-1.7964,0.954,JARVIS
JVASP-13291,Ca4Sb2S,-1.41238,1.141,JARVIS
JVASP-40208,Ca4SnS6,-1.7246,1.489,JARVIS
JVASP-86114,Ca4TiN4,-1.38518,1.703,JARVIS
JVASP-141463,Ca4Tl2CO9,-2.23268,1.33,JARVIS
JVASP-27531,Ca5Al2Sb6,-0.8694,0.209,JARVIS
JVASP-120557,Ca5CdN4,-0.75605,0.69,JARVIS
JVASP-132807,Ca5Co3Si4O16,-2.67483,0.255,JARVIS
JVASP-147633,Ca5Ge2N6,-0.94419,2.071,JARVIS
JVASP-140910,Ca5MgN4,-0.93694,1.142,JARVIS
JVASP-141585,Ca5Mn4O9,-2.39981,0.401,JARVIS
JVASP-46664,Ca5MnO6,-2.93756,1.485,JARVIS
JVASP-97528,Ca5MnSi9Pb9O33,-2.51926,1.368,JARVIS
JVASP-140916,Ca5NiN4,-0.75851,0.412,JARVIS
JVASP-12962,Ca5P8,-1.02314,1.389,JARVIS
JVASP-35131,Ca5Si2N6,-1.33786,2.53,JARVIS
JVASP-98992,Ca5Sn2As6,-0.94875,0.282,JARVIS
JVASP-122255,Ca5Sn2N6,-0.70272,1.324,JARVIS
JVASP-145486,Ca5Ti2N6,-1.39231,1.86,JARVIS
JVASP-56724,Ca5WN4O2,-1.97979,2.371,JARVIS
JVASP-145753,Ca6Br2N3Cl,-1.70357,2.442,JARVIS
JVASP-49385,Ca6GaN5,-1.01431,0.904,JARVIS
JVASP-35129,Ca6Ge2O,-1.13649,0.302,JARVIS
JVASP-49350,Ca6MnN5,-1.07291,0.82,JARVIS
JVASP-38127,Ca6Sn2NF,-1.43326,0.147,JARVIS
JVASP-119224,Ca7HfN6,-1.22218,1.268,JARVIS
JVASP-141487,Ca7Mg2N6,-0.97047,1.294,JARVIS
JVASP-111543,Ca7PbN6,-0.78792,1.076,JARVIS
JVASP-142498,Ca7SnN6,-0.94293,1.202,JARVIS
JVASP-140027,Ca7TiN6,-1.22733,1.46,JARVIS
JVASP-132817,Ca7Zn2N6,-0.82338,1.216,JARVIS
JVASP-141488,Ca7ZrN6,-1.19799,1.27,JARVIS
JVASP-9868,CaAg2O4,-1.17057,1.056,JARVIS
JVASP-8091,CaAgAs,-0.84463,0.174,JARVIS
JVASP-147565,CaAgAsO4,-1.79096,1.374,JARVIS
JVASP-120988,CaAl2As2,-0.79928,0.349,JARVIS
JVASP-137284,CaAl2F10,-3.14149,0.472,JARVIS
JVASP-22032,CaAl2S4,-1.59481,3.437,JARVIS
JVASP-118376,CaAl2Sb2,-0.52311,0.281,JARVIS
JVASP-13348,CaAl2Se4,-1.29178,2.972,JARVIS
JVASP-52004,CaAlH5,-0.38193,3.347,JARVIS
JVASP-118362,CaAlN,0.52858,1.153,JARVIS
JVASP-79259,CaAlSiH,-0.4837,0.546,JARVIS
JVASP-112601,CaAlSiO5,-2.97683,0.302,JARVIS
JVASP-61629,CaAs2O6,-1.87736,3.479,JARVIS
JVASP-5464,CaAu2F12,-1.53179,1.637,JARVIS
JVASP-9144,CaAu2O4,-1.26839,1.691,JARVIS
JVASP-116453,CaAuF,-1.36888,1.23,JARVIS
JVASP-116456,CaAuF3,-2.36021,0.308,JARVIS
JVASP-10666,CaB2C2,-0.44584,0.525,JARVIS
JVASP-102226,CaB2C6,-0.21064,0.623,JARVIS
JVASP-151337,CaB2H2,-0.33411,0.138,JARVIS
JVASP-135723,CaBN,-0.49615,2.472,JARVIS
JVASP-35808,CaBe2As2,-0.6965,0.819,JARVIS
JVASP-10878,CaBe2N2,-1.33013,2.61,JARVIS
JVASP-117651,CaBe2P2,-0.88533,0.838,JARVIS
JVASP-115610,CaBeBr2,-0.77764,1.152,JARVIS
JVASP-117646,CaBeO,0.49865,0.697,JARVIS
JVASP-114602,CaBeSe,-0.44447,0.397,JARVIS
JVASP-97719,CaBi2B2O7,-2.28947,3.148,JARVIS
JVASP-153999,CaBi2C2O8,-1.65885,1.323,JARVIS
JVASP-98074,CaBi2O4,-1.91125,2.425,JARVIS
JVASP-9229,CaBi2O6,-1.37993,0.445,JARVIS
JVASP-9279,CaBi4O8,-1.49562,0.541,JARVIS
JVASP-10913,CaBiAsO6,-1.55685,0.367,JARVIS
JVASP-34639,CaBiCO4F,-2.15109,1.315,JARVIS
JVASP-100424,CaBiNO5,-1.35772,2.331,JARVIS
JVASP-40493,CaBiO3,-2.01609,0.105,JARVIS
JVASP-120061,CaBr2,-1.44034,1.021,JARVIS
JVASP-152305,CaC2,-0.18792,1.677,JARVIS
JVASP-10723,CaC2S2N2,-0.52894,3.433,JARVIS
JVASP-134328,CaCO2,-1.1769,0.998,JARVIS
JVASP-85788,CaCO3,-1.15205,1.526,JARVIS
JVASP-2520,CaCd2As2,-0.62438,0.271,JARVIS
JVASP-3006,CaCd2P2,-0.62792,0.833,JARVIS
JVASP-107076,CaCd3O4,-1.71812,0.124,JARVIS
JVASP-52274,CaCdO2,-2.24207,0.538,JARVIS
JVASP-111101,CaCeN2,-1.4828,0.444,JARVIS
JVASP-143868,CaCeV2O8,-3.05586,1.529,JARVIS
JVASP-57149,CaCl2O4,-0.9444,2.669,JARVIS
JVASP-93832,CaClO,-2.0514,0.542,JARVIS
JVASP-45523,CaCo2O4,-1.83373,0.389,JARVIS
JVASP-11047,CaCo2S4,-0.78301,0.783,JARVIS
JVASP-10911,CaCo2Si4O12,-2.42563,0.666,JARVIS
JVASP-10952,CaCo4O8,-1.53063,0.168,JARVIS
JVASP-97846,CaCr2Cu3Sb2O12,-1.65176,0.148,JARVIS
JVASP-112783,CaCr2O4,-2.52358,0.733,JARVIS
JVASP-11642,CaCr2S4,-1.16971,0.376,JARVIS
JVASP-9521,CaCrF4,-3.27201,1.629,JARVIS
JVASP-11297,CaCrF5,-3.34622,1.017,JARVIS
JVASP-9457,CaCrO2,-2.2788,0.222,JARVIS
JVASP-11813,CaCrO4,-2.57459,2.161,JARVIS
JVASP-49827,CaCu2O2,-1.58231,1.668,JARVIS
JVASP-119283,CaCu2O4,-1.51748,0.618,JARVIS
JVASP-49352,CaCu3Ge4O12,-1.58132,0.823,JARVIS
JVASP-91249,CaCu3Sn4O12,-1.58419,0.727,JARVIS
JVASP-15321,CaCuAs,-0.88164,0.127,JARVIS
JVASP-10963,CaCuF4,-2.91289,0.964,JARVIS
JVASP-97604,CaCuH4C4O8,-1.19187,0.796,JARVIS
JVASP-154264,CaCuO2,-1.99472,0.222,JARVIS
JVASP-99314,CaCuP2O7,-2.30896,0.631,JARVIS
JVASP-13309,CaDy2S4,-2.27221,2.201,JARVIS
JVASP-106376,CaDy2Te4,-1.52499,0.592,JARVIS
JVASP-119447,CaEr2S4,-2.28892,1.529,JARVIS
JVASP-138433,CaF2,-3.26032,2.68,JARVIS
JVASP-111892,CaFeF5,-3.04485,0.817,JARVIS
JVASP-55320,CaFeSi2O6,-2.68425,0.17,JARVIS
JVASP-63137,CaGa2As2,-0.68111,0.187,JARVIS
JVASP-21255,CaGa2O4,-2.41175,3.292,JARVIS
JVASP-150785,CaGa2P2,-0.76161,0.173,JARVIS
JVASP-22033,CaGa2S4,-1.22836,2.707,JARVIS
JVASP-35741,CaGaGeH,-0.4882,0.568,JARVIS
JVASP-117978,CaGaN,-0.22642,0.713,JARVIS
JVASP-35739,CaGaSiH,-0.42329,0.415,JARVIS
JVASP-35740,CaGaSnH,-0.42961,0.187,JARVIS
JVASP-103737,CaGe2N2,-0.4407,1.162,JARVIS
JVASP-154346,CaGe2O5,-2.25941,2.531,JARVIS
JVASP-2646,CaGeN2,-0.78669,2.893,JARVIS
JVASP-27519,CaGeO3,-2.45272,2.166,JARVIS
JVASP-98626,CaH12I2O14,-0.93799,2.08,JARVIS
JVASP-12559,CaH2,-0.68578,3.302,JARVIS
JVASP-117755,CaHBr,-0.9418,2.017,JARVIS
JVASP-117757,CaHBr2,-0.92153,0.806,JARVIS
JVASP-8814,CaHN,-0.88306,2.503,JARVIS
JVASP-119221,CaHf8N8O4,-2.25469,0.195,JARVIS
JVASP-78796,CaHfN2,-1.83923,0.628,JARVIS
JVASP-1525,CaHgO2,-1.84654,2.303,JARVIS
JVASP-53592,CaHo2Se4,-1.99659,1.142,JARVIS
JVASP-102227,CaHo2Te4,-1.51857,0.605,JARVIS
JVASP-2065,CaI2,-1.71628,3.446,JARVIS
JVASP-121982,CaI2O4,-1.11481,1.263,JARVIS
JVASP-92621,CaIn2N2,-0.4535,0.279,JARVIS
JVASP-153012,CaIn2O4,-2.1773,2.03,JARVIS
JVASP-150866,CaIn2P2,-0.66956,0.463,JARVIS
JVASP-117224,CaIn2S4,-1.07826,0.332,JARVIS
JVASP-53166,CaIn2Te4,-0.63881,0.773,JARVIS
JVASP-12926,CaInBr3,-1.60972,3.152,JARVIS
JVASP-99875,CaInI3,-1.24131,2.929,JARVIS
JVASP-132943,CaLaGa3O7,-2.60776,3.411,JARVIS
JVASP-145427,CaLaGa3S6O,-1.58256,2.608,JARVIS
JVASP-145535,CaLaMnCrO6,-2.79722,0.16,JARVIS
JVASP-106122,CaLaVFeO6,-2.77192,0.327,JARVIS
JVASP-110281,CaLu2Te4,-1.49009,0.649,JARVIS
JVASP-2991,CaMg2As2,-1.0429,1.374,JARVIS
JVASP-4050,CaMg2Bi2,-0.62,0.634,JARVIS
JVASP-2466,CaMg2N2,-1.04169,2.487,JARVIS
JVASP-2994,CaMg2Sb2,-0.79933,0.901,JARVIS
JVASP-55713,CaMgNiH4,-0.46538,1.897,JARVIS
JVASP-111099,CaMgP2Se6,-0.77301,2.284,JARVIS
JVASP-106119,CaMgS2,-1.97871,2.773,JARVIS
JVASP-11052,CaMn2F10,-2.75122,0.608,JARVIS
JVASP-137368,CaMn2O4,-2.22174,0.758,JARVIS
JVASP-9290,CaMn2S4,-0.94505,0.336,JARVIS
JVASP-11055,CaMn2Si4O12,-2.64846,0.284,JARVIS
JVASP-8351,CaMnF6,-3.0961,2.341,JARVIS
JVASP-137722,CaMnGe2O6,-2.10368,0.24,JARVIS
JVASP-91864,CaMnO2,-2.28468,0.41,JARVIS
JVASP-154956,CaMnO3,-2.53435,0.53,JARVIS
JVASP-102793,CaMnSe2,-1.20984,0.289,JARVIS
JVASP-98475,CaMnSi2O6,-2.785,1.814,JARVIS
JVASP-144155,CaMnSiO4,-2.70448,1.365,JARVIS
JVASP-10596,CaMo2O4,-2.08797,0.23,JARVIS
JVASP-145848,CaMo2O5,-2.10657,0.289,JARVIS
JVASP-97598,CaMo5O8,-2.1788,0.176,JARVIS
JVASP-36699,CaMoN3,-0.78794,1.016,JARVIS
JVASP-151986,CaMoO4,-2.79008,3.321,JARVIS
JVASP-59044,CaNb2O4,-2.84753,1.352,JARVIS
JVASP-132833,CaNbNO2,-2.39832,0.689,JARVIS
JVASP-13310,CaNd2S4,-2.27848,2.079,JARVIS
JVASP-13355,CaNd2Te4,-1.55978,1.17,JARVIS
JVASP-103508,CaNdAlO4,-3.46125,3.173,JARVIS
JVASP-120655,CaNdCrO4,-3.01164,0.458,JARVIS
JVASP-87905,CaNi3P4O14,-2.03504,1.04,JARVIS
JVASP-8347,CaNiF6,-2.52337,1.425,JARVIS
JVASP-107391,CaNiO3,-1.84128,1.009,JARVIS
JVASP-98175,CaNiP2O7,-2.33621,1.046,JARVIS
JVASP-11053,CaNiWO6,-1.94928,0.309,JARVIS
JVASP-114728,CaO,-3.18288,3.165,JARVIS
JVASP-145698,CaO10,-0.46007,0.264,JARVIS
JVASP-114731,CaO2,-2.20019,2.02,JARVIS
JVASP-114175,CaO3,-1.55555,1.944,JARVIS
JVASP-9089,CaP,-1.22992,0.372,JARVIS
JVASP-10776,CaP2Ir2,-0.88721,0.456,JARVIS
JVASP-45400,CaPS3,-1.17851,3.128,JARVIS
JVASP-111098,CaPb3Se4,-0.99169,0.737,JARVIS
JVASP-91965,CaPbF6,-2.7603,3.477,JARVIS
JVASP-12163,CaPbI4,-1.18747,2.899,JARVIS
JVASP-138469,CaPbO2,-2.1367,0.748,JARVIS
JVASP-55520,CaPbO3,-1.95181,0.965,JARVIS
JVASP-106839,CaPbSe2,-1.38252,0.772,JARVIS
JVASP-10211,CaPdF4,-2.71923,1.01,JARVIS
JVASP-2679,CaPdF6,-2.42385,2.17,JARVIS
JVASP-138475,CaPdO2,-1.66716,0.178,JARVIS
JVASP-13262,CaPr2S4,-2.27517,2.074,JARVIS
JVASP-13365,CaPr2Te4,-1.57231,1.166,JARVIS
JVASP-142463,CaPrCrO4,-3.00001,0.453,JARVIS
JVASP-136282,CaPt,-0.82765,0.292,JARVIS
JVASP-2745,CaPtF6,-2.47183,2.696,JARVIS
JVASP-9683,CaPtO3,-1.81716,1.359,JARVIS
JVASP-40129,CaReH4ClO6,-1.67265,3.104,JARVIS
JVASP-38138,CaReN3,-0.66928,1.949,JARVIS
JVASP-96042,CaRh2O4,-1.64948,0.851,JARVIS
JVASP-1333,CaS,-2.38214,2.347,JARVIS
JVASP-132442,CaS31,-0.10799,1.199,JARVIS
JVASP-134376,CaSO,-1.5166,0.716,JARVIS
JVASP-134379,CaSO4,-1.93048,3.397,JARVIS
JVASP-10170,CaSb2O4,-1.94797,2.13,JARVIS
JVASP-150387,CaSb2O6,-2.03642,2.645,JARVIS
JVASP-10734,CaSb4O8,-1.62059,1.519,JARVIS
JVASP-19093,CaSc2O4,-3.67893,3.466,JARVIS
JVASP-98203,CaSc2S4,-2.1895,1.269,JARVIS
JVASP-1309,CaSe,-2.17597,2.137,JARVIS
JVASP-123650,CaSe2,-1.27143,0.271,JARVIS
JVASP-134392,CaSeO,-1.42543,0.605,JARVIS
JVASP-147271,CaSeO4,-1.76668,3.321,JARVIS
JVASP-154824,CaSi2NiO6,-2.63353,1.291,JARVIS
JVASP-21299,CaSi2SnO6,-2.676,3.148,JARVIS
JVASP-21352,CaSi2WO6,-2.52873,0.816,JARVIS
JVASP-115805,CaSiN2,-0.95739,1.576,JARVIS
JVASP-85698,CaSiSnO5,-2.68143,3.473,JARVIS
JVASP-13321,CaSm2S4,-2.28054,2.108,JARVIS
JVASP-112694,CaSmCrO4,-3.02777,0.46,JARVIS
JVASP-10035,CaSn2O4,-2.09172,1.546,JARVIS
JVASP-112718,CaSn2O5,-2.13089,1.52,JARVIS
JVASP-10737,CaSn4O8,-1.81796,0.761,JARVIS
JVASP-27672,CaSnGe2O6,-2.00106,1.702,JARVIS
JVASP-134401,CaSnO2,-2.1844,1.442,JARVIS
JVASP-9584,CaSnO3,-2.45935,3.111,JARVIS
JVASP-114179,CaSnS2,-1.44358,0.715,JARVIS
JVASP-40190,CaSnS3,-1.16727,0.619,JARVIS
JVASP-146726,CaTa2Bi2O9,-2.62412,2.964,JARVIS
JVASP-88055,CaTa2O6,-3.16458,2.534,JARVIS
JVASP-36702,CaTcN3,-0.56823,0.587,JARVIS
JVASP-134423,CaTe,-1.78335,1.557,JARVIS
JVASP-134421,CaTe2,-1.02654,0.139,JARVIS
JVASP-21535,CaTe2O5,-1.77478,3.293,JARVIS
JVASP-97880,CaTeO3,-2.14128,2.758,JARVIS
JVASP-45299,CaTeO4,-1.93591,2.328,JARVIS
JVASP-13799,CaThBr6,-1.90089,2.298,JARVIS
JVASP-143741,CaThI6,-1.41801,2.881,JARVIS
JVASP-11013,CaTi2O5,-3.32993,2.944,JARVIS
JVASP-11286,CaTi2S5,-1.51913,0.819,JARVIS
JVASP-97783,CaTi4P6O24,-2.74249,2.859,JARVIS
JVASP-112893,CaTi4Pd3O12,-2.42868,0.519,JARVIS
JVASP-66925,CaTiBe,0.27375,0.11,JARVIS
JVASP-11322,CaTiF4,-3.53464,1.134,JARVIS
JVASP-11616,CaTiF5,-3.74307,0.163,JARVIS
JVASP-22976,CaTiGeO5,-2.8127,2.783,JARVIS
JVASP-114715,CaTiN2,-1.44778,0.408,JARVIS
JVASP-20955,CaTiO3,-3.41886,2.348,JARVIS
JVASP-9476,CaTiPO5,-2.95154,0.167,JARVIS
JVASP-21137,CaTiSiO5,-3.25976,2.956,JARVIS
JVASP-9715,CaTl2O4,-1.50061,0.123,JARVIS
JVASP-99877,CaTlI3,-1.30639,3.272,JARVIS
JVASP-49806,CaTm2O4,-3.68768,3.404,JARVIS
JVASP-143742,CaTm2S4,-2.27924,1.347,JARVIS
JVASP-104757,CaTm2Te4,-1.51176,0.615,JARVIS
JVASP-137664,CaUI6,-1.1626,0.248,JARVIS
JVASP-86435,CaUO4,-3.49601,2.339,JARVIS
JVASP-133580,CaV2O4,-2.67066,0.103,JARVIS
JVASP-98997,CaV2O5,-2.80156,0.3,JARVIS
JVASP-106880,CaV2O6,-2.77357,2.594,JARVIS
JVASP-98647,CaV2P2H8O14,-1.90234,0.799,JARVIS
JVASP-96984,CaV3O7,-2.70847,0.789,JARVIS
JVASP-60029,CaV3P4O14,-2.3561,1.173,JARVIS
JVASP-88851,CaV4Ag2O12,-2.27493,1.577,JARVIS
JVASP-11290,CaVBiO6,-2.01369,0.441,JARVIS
JVASP-9535,CaVF4,-3.32573,1.067,JARVIS
JVASP-36680,CaWN3,-0.89721,0.562,JARVIS
JVASP-112955,CaWO4,-2.57265,0.316,JARVIS
JVASP-50484,CaY2O4,-3.62771,3.194,JARVIS
JVASP-55277,CaY2S4,-2.31549,1.541,JARVIS
JVASP-100851,CaY2Te4,-1.56278,0.622,JARVIS
JVASP-146223,CaYGa3O7,-2.60604,3.169,JARVIS
JVASP-3009,CaZn2As2,-0.69868,0.405,JARVIS
JVASP-92268,CaZn2N2,-0.54219,0.952,JARVIS
JVASP-3003,CaZn2P2,-0.76804,0.906,JARVIS
JVASP-91944,CaZn3Se4,-0.93468,1.372,JARVIS
JVASP-115816,CaZnO,-0.56665,0.459,JARVIS
JVASP-8120,CaZnSO,-2.05333,2.888,JARVIS
JVASP-35738,CaZnSe2,-1.20824,1.572,JARVIS
JVASP-111627,CaZnSiO5,-2.09186,0.126,JARVIS
JVASP-79475,CaZrN2,-1.77383,0.562,JARVIS
JVASP-114724,CaZrO3,-3.39861,3.366,JARVIS
JVASP-113571,CaZrS3,-1.61891,0.466,JARVIS
JVASP-10682,Cd2As2O7,-1.29338,1.781,JARVIS
JVASP-152505,Cd2As3Br,-0.28673,0.827,JARVIS
JVASP-151801,Cd2As3I,-0.21831,0.823,JARVIS
JVASP-10098,Cd2B2O5,-1.99276,2.69,JARVIS
JVASP-29969,Cd2Bi6O11,-1.21621,1.059,JARVIS
JVASP-25775,Cd2BiAsO6,-1.35033,1.97,JARVIS
JVASP-153900,Cd2CuP2O8,-1.81281,0.737,JARVIS
JVASP-154539,Cd2FeC6N6,0.13842,2.568,JARVIS
JVASP-9784,Cd2GaAgS4,-0.60957,0.995,JARVIS
JVASP-107573,Cd2GaCuTe4,-0.32718,0.167,JARVIS
JVASP-141727,Cd2Ge3O9,-1.3208,0.107,JARVIS
